feature,importance
STU_x_MOV,0.4546173033991472
PIT_CON,0.30081817339866534
HRA,0.19480408746925187
MOV,0.022275398779082807
STM,0.01633348781098806
STU,0.009948443689765519
PBABIP,0.0012031054530991486
